"epoch","new_k10_org_svo2080_YJ_20231124T214720 - _step","new_k10_org_svo2080_YJ_20231124T214720 - _step__MIN","new_k10_org_svo2080_YJ_20231124T214720 - _step__MAX","new_k10_org_svo2080_YJ_20231124T214720 - val_avg_reward","new_k10_org_svo2080_YJ_20231124T214720 - val_avg_reward__MIN","new_k10_org_svo2080_YJ_20231124T214720 - val_avg_reward__MAX","new_k10_rel_svo2080_YJ_20231124T214648 - _step","new_k10_rel_svo2080_YJ_20231124T214648 - _step__MIN","new_k10_rel_svo2080_YJ_20231124T214648 - _step__MAX","new_k10_rel_svo2080_YJ_20231124T214648 - val_avg_reward","new_k10_rel_svo2080_YJ_20231124T214648 - val_avg_reward__MIN","new_k10_rel_svo2080_YJ_20231124T214648 - val_avg_reward__MAX","new_k20_org_svo2080_YJ_20231124T214616 - _step","new_k20_org_svo2080_YJ_20231124T214616 - _step__MIN","new_k20_org_svo2080_YJ_20231124T214616 - _step__MAX","new_k20_org_svo2080_YJ_20231124T214616 - val_avg_reward","new_k20_org_svo2080_YJ_20231124T214616 - val_avg_reward__MIN","new_k20_org_svo2080_YJ_20231124T214616 - val_avg_reward__MAX","new_k20_rel_svo2080_YJ_20231124T214554 - _step","new_k20_rel_svo2080_YJ_20231124T214554 - _step__MIN","new_k20_rel_svo2080_YJ_20231124T214554 - _step__MAX","new_k20_rel_svo2080_YJ_20231124T214554 - val_avg_reward","new_k20_rel_svo2080_YJ_20231124T214554 - val_avg_reward__MIN","new_k20_rel_svo2080_YJ_20231124T214554 - val_avg_reward__MAX","new_k20_org_onlyD_svo2080_YJ_20231124T171947 - _step","new_k20_org_onlyD_svo2080_YJ_20231124T171947 - _step__MIN","new_k20_org_onlyD_svo2080_YJ_20231124T171947 - _step__MAX","new_k20_org_onlyD_svo2080_YJ_20231124T171947 - val_avg_reward","new_k20_org_onlyD_svo2080_YJ_20231124T171947 - val_avg_reward__MIN","new_k20_org_onlyD_svo2080_YJ_20231124T171947 - val_avg_reward__MAX","new_k3_rel_svo2080_YJ_20231124T165906 - _step","new_k3_rel_svo2080_YJ_20231124T165906 - _step__MIN","new_k3_rel_svo2080_YJ_20231124T165906 - _step__MAX","new_k3_rel_svo2080_YJ_20231124T165906 - val_avg_reward","new_k3_rel_svo2080_YJ_20231124T165906 - val_avg_reward__MIN","new_k3_rel_svo2080_YJ_20231124T165906 - val_avg_reward__MAX","new_k3_org_svo2080_YJ_20231124T165906 - _step","new_k3_org_svo2080_YJ_20231124T165906 - _step__MIN","new_k3_org_svo2080_YJ_20231124T165906 - _step__MAX","new_k3_org_svo2080_YJ_20231124T165906 - val_avg_reward","new_k3_org_svo2080_YJ_20231124T165906 - val_avg_reward__MIN","new_k3_org_svo2080_YJ_20231124T165906 - val_avg_reward__MAX","ref_k0_E_svo1080_YJ_20231122T194348 - _step","ref_k0_E_svo1080_YJ_20231122T194348 - _step__MIN","ref_k0_E_svo1080_YJ_20231122T194348 - _step__MAX","ref_k0_E_svo1080_YJ_20231122T194348 - val_avg_reward","ref_k0_E_svo1080_YJ_20231122T194348 - val_avg_reward__MIN","ref_k0_E_svo1080_YJ_20231122T194348 - val_avg_reward__MAX"
"30","1580","1580","1580","4.053858280181885","4.053858280181885","4.053858280181885","1580","1580","1580","3.8545446395874023","3.8545446395874023","3.8545446395874023","1580","1580","1580","4.036845684051514","4.036845684051514","4.036845684051514","1580","1580","1580","3.867300033569336","3.867300033569336","3.867300033569336","1580","1580","1580","4.034574031829834","4.034574031829834","4.034574031829834","1580","1580","1580","4.109966278076172","4.109966278076172","4.109966278076172","1580","1580","1580","4.340172290802002","4.340172290802002","4.340172290802002","1580","1580","1580","4.4160943031311035","4.4160943031311035","4.4160943031311035"
"31","1631","1631","1631","4.049350738525391","4.049350738525391","4.049350738525391","1631","1631","1631","3.8592588901519775","3.8592588901519775","3.8592588901519775","1631","1631","1631","4.0318284034729","4.0318284034729","4.0318284034729","1631","1631","1631","3.862173318862915","3.862173318862915","3.862173318862915","1631","1631","1631","4.0166521072387695","4.0166521072387695","4.0166521072387695","1631","1631","1631","4.102842330932617","4.102842330932617","4.102842330932617","1631","1631","1631","4.327053070068359","4.327053070068359","4.327053070068359","1631","1631","1631","4.403533458709717","4.403533458709717","4.403533458709717"
"32","1682","1682","1682","4.047961235046387","4.047961235046387","4.047961235046387","1682","1682","1682","3.852816104888916","3.852816104888916","3.852816104888916","1682","1682","1682","4.024573802947998","4.024573802947998","4.024573802947998","1682","1682","1682","3.862014055252075","3.862014055252075","3.862014055252075","1682","1682","1682","4.006126403808594","4.006126403808594","4.006126403808594","1682","1682","1682","4.1151299476623535","4.1151299476623535","4.1151299476623535","1682","1682","1682","4.329465389251709","4.329465389251709","4.329465389251709","1682","1682","1682","4.403522968292236","4.403522968292236","4.403522968292236"
"33","1733","1733","1733","4.059795379638672","4.059795379638672","4.059795379638672","1733","1733","1733","3.8365225791931152","3.8365225791931152","3.8365225791931152","1733","1733","1733","4.02944803237915","4.02944803237915","4.02944803237915","1733","1733","1733","3.8577027320861816","3.8577027320861816","3.8577027320861816","1733","1733","1733","4.00895357131958","4.00895357131958","4.00895357131958","1733","1733","1733","4.112370491027832","4.112370491027832","4.112370491027832","1733","1733","1733","4.353283405303955","4.353283405303955","4.353283405303955","1733","1733","1733","4.408725738525391","4.408725738525391","4.408725738525391"
"34","1784","1784","1784","4.048799991607666","4.048799991607666","4.048799991607666","1784","1784","1784","3.8559136390686035","3.8559136390686035","3.8559136390686035","1784","1784","1784","4.016208648681641","4.016208648681641","4.016208648681641","1784","1784","1784","3.836168050765991","3.836168050765991","3.836168050765991","1784","1784","1784","3.9893534183502197","3.9893534183502197","3.9893534183502197","1784","1784","1784","4.098965644836426","4.098965644836426","4.098965644836426","1784","1784","1784","4.338537693023682","4.338537693023682","4.338537693023682","1784","1784","1784","4.41570520401001","4.41570520401001","4.41570520401001"
"35","1835","1835","1835","4.039673805236816","4.039673805236816","4.039673805236816","1835","1835","1835","3.8332855701446533","3.8332855701446533","3.8332855701446533","1835","1835","1835","3.997499942779541","3.997499942779541","3.997499942779541","1835","1835","1835","3.8557913303375244","3.8557913303375244","3.8557913303375244","1835","1835","1835","3.985868453979492","3.985868453979492","3.985868453979492","1835","1835","1835","4.103238105773926","4.103238105773926","4.103238105773926","1835","1835","1835","4.3195881843566895","4.3195881843566895","4.3195881843566895","1835","1835","1835","4.420130252838135","4.420130252838135","4.420130252838135"
"36","1886","1886","1886","4.044297695159912","4.044297695159912","4.044297695159912","1886","1886","1886","3.8333332538604736","3.8333332538604736","3.8333332538604736","1886","1886","1886","3.993562936782837","3.993562936782837","3.993562936782837","1886","1886","1886","3.8484890460968018","3.8484890460968018","3.8484890460968018","1886","1886","1886","3.9792699813842773","3.9792699813842773","3.9792699813842773","1886","1886","1886","4.093122959136963","4.093122959136963","4.093122959136963","1886","1886","1886","4.329429626464844","4.329429626464844","4.329429626464844","1886","1886","1886","4.410670280456543","4.410670280456543","4.410670280456543"
"37","1937","1937","1937","4.039673805236816","4.039673805236816","4.039673805236816","1937","1937","1937","3.8242132663726807","3.8242132663726807","3.8242132663726807","1937","1937","1937","3.991363286972046","3.991363286972046","3.991363286972046","1937","1937","1937","3.845468044281006","3.845468044281006","3.845468044281006","1937","1937","1937","3.959594964981079","3.959594964981079","3.959594964981079","1937","1937","1937","4.091796398162842","4.091796398162842","4.091796398162842","1937","1937","1937","4.324351787567139","4.324351787567139","4.324351787567139","1937","1937","1937","4.398773670196533","4.398773670196533","4.398773670196533"
"38","1988","1988","1988","4.02027702331543","4.02027702331543","4.02027702331543","1988","1988","1988","3.833362102508545","3.833362102508545","3.833362102508545","1988","1988","1988","3.9775309562683105","3.9775309562683105","3.9775309562683105","1988","1988","1988","3.8399910926818848","3.8399910926818848","3.8399910926818848","1988","1988","1988","3.9514570236206055","3.9514570236206055","3.9514570236206055","1988","1988","1988","4.0850114822387695","4.0850114822387695","4.0850114822387695","1988","1988","1988","4.324759483337402","4.324759483337402","4.324759483337402","1988","1988","1988","4.420109272003174","4.420109272003174","4.420109272003174"
"39","2039","2039","2039","4.022729396820068","4.022729396820068","4.022729396820068","2039","2039","2039","3.816166877746582","3.816166877746582","3.816166877746582","2039","2039","2039","3.9786508083343506","3.9786508083343506","3.9786508083343506","2039","2039","2039","3.8291730880737305","3.8291730880737305","3.8291730880737305","2039","2039","2039","3.9622957706451416","3.9622957706451416","3.9622957706451416","2039","2039","2039","4.08115291595459","4.08115291595459","4.08115291595459","2039","2039","2039","4.317790985107422","4.317790985107422","4.317790985107422","2039","2039","2039","4.404331684112549","4.404331684112549","4.404331684112549"
"40","2090","2090","2090","4.039947032928467","4.039947032928467","4.039947032928467","2090","2090","2090","3.826164484024048","3.826164484024048","3.826164484024048","2090","2090","2090","3.9683914184570312","3.9683914184570312","3.9683914184570312","2090","2090","2090","3.819521903991699","3.819521903991699","3.819521903991699","2090","2090","2090","3.9586877822875977","3.9586877822875977","3.9586877822875977","2090","2090","2090","4.082479476928711","4.082479476928711","4.082479476928711","2090","2090","2090","4.3261494636535645","4.3261494636535645","4.3261494636535645","2090","2090","2090","4.4102325439453125","4.4102325439453125","4.4102325439453125"
"41","2141","2141","2141","4.025180339813232","4.025180339813232","4.025180339813232","2141","2141","2141","3.8257999420166016","3.8257999420166016","3.8257999420166016","2141","2141","2141","3.9769062995910645","3.9769062995910645","3.9769062995910645","2141","2141","2141","3.8199079036712646","3.8199079036712646","3.8199079036712646","2141","2141","2141","3.937631368637085","3.937631368637085","3.937631368637085","2141","2141","2141","4.086548328399658","4.086548328399658","4.086548328399658","2141","2141","2141","4.313606262207031","4.313606262207031","4.313606262207031","2141","2141","2141","4.415145397186279","4.415145397186279","4.415145397186279"
"42","2192","2192","2192","4.0193047523498535","4.0193047523498535","4.0193047523498535","2192","2192","2192","3.8202621936798096","3.8202621936798096","3.8202621936798096","2192","2192","2192","3.9638278484344482","3.9638278484344482","3.9638278484344482","2192","2192","2192","3.814253807067871","3.814253807067871","3.814253807067871","2192","2192","2192","3.923152446746826","3.923152446746826","3.923152446746826","2192","2192","2192","4.090927600860596","4.090927600860596","4.090927600860596","2192","2192","2192","4.331999778747559","4.331999778747559","4.331999778747559","2192","2192","2192","4.405282020568848","4.405282020568848","4.405282020568848"
"43","2243","2243","2243","4.0237226486206055","4.0237226486206055","4.0237226486206055","2243","2243","2243","3.8041305541992188","3.8041305541992188","3.8041305541992188","2243","2243","2243","3.952038288116455","3.952038288116455","3.952038288116455","2243","2243","2243","3.805861711502075","3.805861711502075","3.805861711502075","2243","2243","2243","3.9182305335998535","3.9182305335998535","3.9182305335998535","2243","2243","2243","4.083285331726074","4.083285331726074","4.083285331726074","2243","2243","2243","4.3161115646362305","4.3161115646362305","4.3161115646362305","2243","2243","2243","4.404838562011719","4.404838562011719","4.404838562011719"
"44","2294","2294","2294","4.017992973327637","4.017992973327637","4.017992973327637","2294","2294","2294","3.805492877960205","3.805492877960205","3.805492877960205","2294","2294","2294","3.9443793296813965","3.9443793296813965","3.9443793296813965","2294","2294","2294","3.804731607437134","3.804731607437134","3.804731607437134","2294","2294","2294","3.9280941486358643","3.9280941486358643","3.9280941486358643","2294","2294","2294","4.08128547668457","4.08128547668457","4.08128547668457","2294","2294","2294","4.327999114990234","4.327999114990234","4.327999114990234","2294","2294","2294","4.408607006072998","4.408607006072998","4.408607006072998"
"45","2345","2345","2345","4.00941801071167","4.00941801071167","4.00941801071167","2345","2345","2345","3.8010034561157227","3.8010034561157227","3.8010034561157227","2345","2345","2345","3.944094181060791","3.944094181060791","3.944094181060791","2345","2345","2345","3.7985382080078125","3.7985382080078125","3.7985382080078125","2345","2345","2345","3.926851987838745","3.926851987838745","3.926851987838745","2345","2345","2345","4.070151329040527","4.070151329040527","4.070151329040527","2345","2345","2345","4.304494380950928","4.304494380950928","4.304494380950928","2345","2345","2345","4.4065656661987305","4.4065656661987305","4.4065656661987305"
"46","2396","2396","2396","4.008973598480225","4.008973598480225","4.008973598480225","2396","2396","2396","3.797419548034668","3.797419548034668","3.797419548034668","2396","2396","2396","3.922628879547119","3.922628879547119","3.922628879547119","2396","2396","2396","3.793705463409424","3.793705463409424","3.793705463409424","2396","2396","2396","3.9002292156219482","3.9002292156219482","3.9002292156219482","2396","2396","2396","4.059193134307861","4.059193134307861","4.059193134307861","2396","2396","2396","4.3170061111450195","4.3170061111450195","4.3170061111450195","2396","2396","2396","4.408614635467529","4.408614635467529","4.408614635467529"
"47","2447","2447","2447","4.008407115936279","4.008407115936279","4.008407115936279","2447","2447","2447","3.80503511428833","3.80503511428833","3.80503511428833","2447","2447","2447","3.9339828491210938","3.9339828491210938","3.9339828491210938","2447","2447","2447","3.792930841445923","3.792930841445923","3.792930841445923","2447","2447","2447","3.896700859069824","3.896700859069824","3.896700859069824","2447","2447","2447","4.055693626403809","4.055693626403809","4.055693626403809","2447","2447","2447","4.318440914154053","4.318440914154053","4.318440914154053","2447","2447","2447","4.405929088592529","4.405929088592529","4.405929088592529"
"48","2498","2498","2498","4.017609596252441","4.017609596252441","4.017609596252441","2498","2498","2498","3.7933473587036133","3.7933473587036133","3.7933473587036133","2498","2498","2498","3.9266324043273926","3.9266324043273926","3.9266324043273926","2498","2498","2498","3.792428970336914","3.792428970336914","3.792428970336914","2498","2498","2498","3.900557041168213","3.900557041168213","3.900557041168213","2498","2498","2498","4.069833755493164","4.069833755493164","4.069833755493164","2498","2498","2498","4.3139328956604","4.3139328956604","4.3139328956604","2498","2498","2498","4.40888786315918","4.40888786315918","4.40888786315918"
"49","2549","2549","2549","4.0090203285217285","4.0090203285217285","4.0090203285217285","2549","2549","2549","3.809607744216919","3.809607744216919","3.809607744216919","2549","2549","2549","3.924408197402954","3.924408197402954","3.924408197402954","2549","2549","2549","3.7861273288726807","3.7861273288726807","3.7861273288726807","2549","2549","2549","3.8827202320098877","3.8827202320098877","3.8827202320098877","2549","2549","2549","4.073426723480225","4.073426723480225","4.073426723480225","2549","2549","2549","4.308719158172607","4.308719158172607","4.308719158172607","2549","2549","2549","4.414045810699463","4.414045810699463","4.414045810699463"
"50","2600","2600","2600","4.005899429321289","4.005899429321289","4.005899429321289","2600","2600","2600","3.7946360111236572","3.7946360111236572","3.7946360111236572","2600","2600","2600","3.928161382675171","3.928161382675171","3.928161382675171","2600","2600","2600","3.7986624240875244","3.7986624240875244","3.7986624240875244","2600","2600","2600","3.8715741634368896","3.8715741634368896","3.8715741634368896","2600","2600","2600","4.063728332519531","4.063728332519531","4.063728332519531","2600","2600","2600","4.315134525299072","4.315134525299072","4.315134525299072","2600","2600","2600","4.412186622619629","4.412186622619629","4.412186622619629"
"51","2651","2651","2651","4.003194332122803","4.003194332122803","4.003194332122803","2651","2651","2651","3.7940027713775635","3.7940027713775635","3.7940027713775635","2651","2651","2651","3.9237117767333984","3.9237117767333984","3.9237117767333984","2651","2651","2651","3.7789852619171143","3.7789852619171143","3.7789852619171143","2651","2651","2651","3.888139009475708","3.888139009475708","3.888139009475708","2651","2651","2651","4.066532611846924","4.066532611846924","4.066532611846924","2651","2651","2651","4.302967548370361","4.302967548370361","4.302967548370361","2651","2651","2651","4.405725955963135","4.405725955963135","4.405725955963135"
"52","2702","2702","2702","3.9963936805725098","3.9963936805725098","3.9963936805725098","2702","2702","2702","3.775477647781372","3.775477647781372","3.775477647781372","2702","2702","2702","3.9256250858306885","3.9256250858306885","3.9256250858306885","2702","2702","2702","3.7793312072753906","3.7793312072753906","3.7793312072753906","2702","2702","2702","3.8567776679992676","3.8567776679992676","3.8567776679992676","2702","2702","2702","4.065649032592773","4.065649032592773","4.065649032592773","2702","2702","2702","4.300950527191162","4.300950527191162","4.300950527191162","2702","2702","2702","4.3987345695495605","4.3987345695495605","4.3987345695495605"
"53","2753","2753","2753","4.001090049743652","4.001090049743652","4.001090049743652","2753","2753","2753","3.783658504486084","3.783658504486084","3.783658504486084","2753","2753","2753","3.914802312850952","3.914802312850952","3.914802312850952","2753","2753","2753","3.779247999191284","3.779247999191284","3.779247999191284","2753","2753","2753","3.844446897506714","3.844446897506714","3.844446897506714","2753","2753","2753","4.061413288116455","4.061413288116455","4.061413288116455","2753","2753","2753","4.306896209716797","4.306896209716797","4.306896209716797","2753","2753","2753","4.40080451965332","4.40080451965332","4.40080451965332"
"54","2804","2804","2804","4.008000373840332","4.008000373840332","4.008000373840332","2804","2804","2804","3.782081365585327","3.782081365585327","3.782081365585327","2804","2804","2804","3.9062225818634033","3.9062225818634033","3.9062225818634033","2804","2804","2804","3.7801172733306885","3.7801172733306885","3.7801172733306885","2804","2804","2804","3.8478405475616455","3.8478405475616455","3.8478405475616455","2804","2804","2804","4.056088924407959","4.056088924407959","4.056088924407959","2804","2804","2804","4.305575370788574","4.305575370788574","4.305575370788574","2804","2804","2804","4.405246257781982","4.405246257781982","4.405246257781982"
"55","2855","2855","2855","3.9851081371307373","3.9851081371307373","3.9851081371307373","2855","2855","2855","3.783371925354004","3.783371925354004","3.783371925354004","2855","2855","2855","3.895824670791626","3.895824670791626","3.895824670791626","2855","2855","2855","3.7787835597991943","3.7787835597991943","3.7787835597991943","2855","2855","2855","3.8440499305725098","3.8440499305725098","3.8440499305725098","2855","2855","2855","4.060571670532227","4.060571670532227","4.060571670532227","2855","2855","2855","4.302994251251221","4.302994251251221","4.302994251251221","2855","2855","2855","4.403369903564453","4.403369903564453","4.403369903564453"
"56","2906","2906","2906","3.9963526725769043","3.9963526725769043","3.9963526725769043","2906","2906","2906","3.7837812900543213","3.7837812900543213","3.7837812900543213","2906","2906","2906","3.8993234634399414","3.8993234634399414","3.8993234634399414","2906","2906","2906","3.773890733718872","3.773890733718872","3.773890733718872","2906","2906","2906","3.8416054248809814","3.8416054248809814","3.8416054248809814","2906","2906","2906","4.061617374420166","4.061617374420166","4.061617374420166","2906","2906","2906","4.309069633483887","4.309069633483887","4.309069633483887","2906","2906","2906","4.405000686645508","4.405000686645508","4.405000686645508"
"57","2957","2957","2957","3.9901750087738037","3.9901750087738037","3.9901750087738037","2957","2957","2957","3.779616117477417","3.779616117477417","3.779616117477417","2957","2957","2957","3.895179271697998","3.895179271697998","3.895179271697998","2957","2957","2957","3.7775464057922363","3.7775464057922363","3.7775464057922363","2957","2957","2957","3.8278729915618896","3.8278729915618896","3.8278729915618896","2957","2957","2957","4.052547454833984","4.052547454833984","4.052547454833984","2957","2957","2957","4.3025689125061035","4.3025689125061035","4.3025689125061035","2957","2957","2957","4.397562503814697","4.397562503814697","4.397562503814697"
"58","3008","3008","3008","3.997412919998169","3.997412919998169","3.997412919998169","3008","3008","3008","3.7708559036254883","3.7708559036254883","3.7708559036254883","3008","3008","3008","3.9009132385253906","3.9009132385253906","3.9009132385253906","3008","3008","3008","3.7774624824523926","3.7774624824523926","3.7774624824523926","3008","3008","3008","3.827461004257202","3.827461004257202","3.827461004257202","3008","3008","3008","4.062170028686523","4.062170028686523","4.062170028686523","3008","3008","3008","4.305704116821289","4.305704116821289","4.305704116821289","3008","3008","3008","4.394715309143066","4.394715309143066","4.394715309143066"
"59","3059","3059","3059","3.990703821182251","3.990703821182251","3.990703821182251","3059","3059","3059","3.7760679721832275","3.7760679721832275","3.7760679721832275","3059","3059","3059","3.8916988372802734","3.8916988372802734","3.8916988372802734","3059","3059","3059","3.767524242401123","3.767524242401123","3.767524242401123","3059","3059","3059","3.82845401763916","3.82845401763916","3.82845401763916","3059","3059","3059","4.06468391418457","4.06468391418457","4.06468391418457","3059","3059","3059","4.301848888397217","4.301848888397217","4.301848888397217","3059","3059","3059","4.396666526794434","4.396666526794434","4.396666526794434"
"60","3110","3110","3110","3.981245279312134","3.981245279312134","3.981245279312134","3110","3110","3110","3.767106533050537","3.767106533050537","3.767106533050537","3110","3110","3110","3.8823981285095215","3.8823981285095215","3.8823981285095215","3110","3110","3110","3.7605018615722656","3.7605018615722656","3.7605018615722656","3110","3110","3110","3.818124294281006","3.818124294281006","3.818124294281006","3110","3110","3110","4.0512847900390625","4.0512847900390625","4.0512847900390625","3110","3110","3110","4.31108283996582","4.31108283996582","4.31108283996582","3110","3110","3110","4.391810894012451","4.391810894012451","4.391810894012451"
"61","3161","3161","3161","3.9871928691864014","3.9871928691864014","3.9871928691864014","3161","3161","3161","3.781200408935547","3.781200408935547","3.781200408935547","3161","3161","3161","3.88127064704895","3.88127064704895","3.88127064704895","3161","3161","3161","3.7684543132781982","3.7684543132781982","3.7684543132781982","3161","3161","3161","3.81358003616333","3.81358003616333","3.81358003616333","3161","3161","3161","4.055721282958984","4.055721282958984","4.055721282958984","3161","3161","3161","4.297891616821289","4.297891616821289","4.297891616821289","3161","3161","3161","4.406428337097168","4.406428337097168","4.406428337097168"
"62","3212","3212","3212","3.984600782394409","3.984600782394409","3.984600782394409","3212","3212","3212","3.772156238555908","3.772156238555908","3.772156238555908","3212","3212","3212","3.881922721862793","3.881922721862793","3.881922721862793","3212","3212","3212","3.7584855556488037","3.7584855556488037","3.7584855556488037","3212","3212","3212","3.823622226715088","3.823622226715088","3.823622226715088","3212","3212","3212","4.063553333282471","4.063553333282471","4.063553333282471","3212","3212","3212","4.299604415893555","4.299604415893555","4.299604415893555","3212","3212","3212","4.399501800537109","4.399501800537109","4.399501800537109"
"63","3263","3263","3263","3.969879388809204","3.969879388809204","3.969879388809204","3263","3263","3263","3.775333881378174","3.775333881378174","3.775333881378174","3263","3263","3263","3.885092258453369","3.885092258453369","3.885092258453369","3263","3263","3263","3.7517988681793213","3.7517988681793213","3.7517988681793213","3263","3263","3263","3.809699296951294","3.809699296951294","3.809699296951294","3263","3263","3263","4.056388854980469","4.056388854980469","4.056388854980469","3263","3263","3263","4.3037028312683105","4.3037028312683105","4.3037028312683105","3263","3263","3263","4.391959190368652","4.391959190368652","4.391959190368652"
"64","3314","3314","3314","3.974442481994629","3.974442481994629","3.974442481994629","3314","3314","3314","3.7616734504699707","3.7616734504699707","3.7616734504699707","3314","3314","3314","3.875929594039917","3.875929594039917","3.875929594039917","3314","3314","3314","3.7633605003356934","3.7633605003356934","3.7633605003356934","3314","3314","3314","3.808586835861206","3.808586835861206","3.808586835861206","3314","3314","3314","4.037890434265137","4.037890434265137","4.037890434265137","3314","3314","3314","4.305790424346924","4.305790424346924","4.305790424346924","3314","3314","3314","4.395593166351318","4.395593166351318","4.395593166351318"
"65","3365","3365","3365","3.973907709121704","3.973907709121704","3.973907709121704","3365","3365","3365","3.756713390350342","3.756713390350342","3.756713390350342","3365","3365","3365","3.8895421028137207","3.8895421028137207","3.8895421028137207","3365","3365","3365","3.7526183128356934","3.7526183128356934","3.7526183128356934","3365","3365","3365","3.8178141117095947","3.8178141117095947","3.8178141117095947","3365","3365","3365","4.047647476196289","4.047647476196289","4.047647476196289","3365","3365","3365","4.2962212562561035","4.2962212562561035","4.2962212562561035","3365","3365","3365","4.393440246582031","4.393440246582031","4.393440246582031"
"66","3416","3416","3416","3.9762258529663086","3.9762258529663086","3.9762258529663086","3416","3416","3416","3.7648942470550537","3.7648942470550537","3.7648942470550537","3416","3416","3416","3.8715686798095703","3.8715686798095703","3.8715686798095703","3416","3416","3416","3.7441768646240234","3.7441768646240234","3.7441768646240234","3416","3416","3416","3.804105043411255","3.804105043411255","3.804105043411255","3416","3416","3416","4.05155611038208","4.05155611038208","4.05155611038208","3416","3416","3416","4.3102874755859375","4.3102874755859375","4.3102874755859375","3416","3416","3416","4.392651557922363","4.392651557922363","4.392651557922363"
"67","3467","3467","3467","3.977813243865967","3.977813243865967","3.977813243865967","3467","3467","3467","3.7667667865753174","3.7667667865753174","3.7667667865753174","3467","3467","3467","3.880671501159668","3.880671501159668","3.880671501159668","3467","3467","3467","3.7474734783172607","3.7474734783172607","3.7474734783172607","3467","3467","3467","3.795907497406006","3.795907497406006","3.795907497406006","3467","3467","3467","4.047701358795166","4.047701358795166","4.047701358795166","3467","3467","3467","4.2956953048706055","4.2956953048706055","4.2956953048706055","3467","3467","3467","4.406925201416016","4.406925201416016","4.406925201416016"
"68","3518","3518","3518","3.9804584980010986","3.9804584980010986","3.9804584980010986","3518","3518","3518","3.7672226428985596","3.7672226428985596","3.7672226428985596","3518","3518","3518","3.8696305751800537","3.8696305751800537","3.8696305751800537","3518","3518","3518","3.745678424835205","3.745678424835205","3.745678424835205","3518","3518","3518","3.791721820831299","3.791721820831299","3.791721820831299","3518","3518","3518","4.043363094329834","4.043363094329834","4.043363094329834","3518","3518","3518","4.294038772583008","4.294038772583008","4.294038772583008","3518","3518","3518","4.389702320098877","4.389702320098877","4.389702320098877"
"69","3569","3569","3569","3.9763081073760986","3.9763081073760986","3.9763081073760986","3569","3569","3569","3.764666795730591","3.764666795730591","3.764666795730591","3569","3569","3569","3.8621621131896973","3.8621621131896973","3.8621621131896973","3569","3569","3569","3.7490437030792236","3.7490437030792236","3.7490437030792236","3569","3569","3569","3.7786004543304443","3.7786004543304443","3.7786004543304443","3569","3569","3569","4.054556846618652","4.054556846618652","4.054556846618652","3569","3569","3569","4.289330005645752","4.289330005645752","4.289330005645752","3569","3569","3569","4.403521537780762","4.403521537780762","4.403521537780762"
"70","3620","3620","3620","3.9733409881591797","3.9733409881591797","3.9733409881591797","3620","3620","3620","3.757408618927002","3.757408618927002","3.757408618927002","3620","3620","3620","3.868605136871338","3.868605136871338","3.868605136871338","3620","3620","3620","3.7405526638031006","3.7405526638031006","3.7405526638031006","3620","3620","3620","3.766660451889038","3.766660451889038","3.766660451889038","3620","3620","3620","4.043832302093506","4.043832302093506","4.043832302093506","3620","3620","3620","4.286901473999023","4.286901473999023","4.286901473999023","3620","3620","3620","4.40195369720459","4.40195369720459","4.40195369720459"
"71","3671","3671","3671","3.9884414672851562","3.9884414672851562","3.9884414672851562","3671","3671","3671","3.762899160385132","3.762899160385132","3.762899160385132","3671","3671","3671","3.8691112995147705","3.8691112995147705","3.8691112995147705","3671","3671","3671","3.745203971862793","3.745203971862793","3.745203971862793","3671","3671","3671","3.776071071624756","3.776071071624756","3.776071071624756","3671","3671","3671","4.04807186126709","4.04807186126709","4.04807186126709","3671","3671","3671","4.284887790679932","4.284887790679932","4.284887790679932","3671","3671","3671","4.397848606109619","4.397848606109619","4.397848606109619"
"72","3722","3722","3722","3.9633140563964844","3.9633140563964844","3.9633140563964844","3722","3722","3722","3.7593557834625244","3.7593557834625244","3.7593557834625244","3722","3722","3722","3.854473114013672","3.854473114013672","3.854473114013672","3722","3722","3722","3.746764898300171","3.746764898300171","3.746764898300171","3722","3722","3722","3.7673094272613525","3.7673094272613525","3.7673094272613525","3722","3722","3722","4.050295829772949","4.050295829772949","4.050295829772949","3722","3722","3722","4.292622089385986","4.292622089385986","4.292622089385986","3722","3722","3722","4.403703689575195","4.403703689575195","4.403703689575195"
"73","3773","3773","3773","3.962333917617798","3.962333917617798","3.962333917617798","3773","3773","3773","3.7531633377075195","3.7531633377075195","3.7531633377075195","3773","3773","3773","3.8451194763183594","3.8451194763183594","3.8451194763183594","3773","3773","3773","3.7425694465637207","3.7425694465637207","3.7425694465637207","3773","3773","3773","3.773815155029297","3.773815155029297","3.773815155029297","3773","3773","3773","4.04500675201416","4.04500675201416","4.04500675201416","3773","3773","3773","4.293302536010742","4.293302536010742","4.293302536010742","3773","3773","3773","4.403069972991943","4.403069972991943","4.403069972991943"
